Column1,name,ジャンル,その他ジャンル,都道府県,住所,電話番号,最寄り駅,Googleマップ,ウェブサイト,Twitter,Facebook,Instagram,normalized_name,name_count_norm,is_chain
183.0,ロウリーズ・ザ・プライムリブ 恵比寿ガーデンプレイス店,ステーキ・ハンバーグ,アメリカンローストビーフ,東京都,東京都渋谷区恵比寿4-20-3ガーデンプレイスタワーB2F,354888088.0,恵比寿駅,https://goo.gl/maps/Uefd3j9iFcBsSktD7,,,,,ロウリーズ・ザ・プライムリブ,2.0,False
184.0,燻製Kitchen 五反田,イタリアン,燻製,東京都,東京都品川区西五反田2-6-1石塚ビル1,357196205.0,五反田駅,https://g.page/kunseikitchengotandaten-shinagaw?share,http://span-co.jp,,,https://instagram.com/kunseigotanda?igshid=1bgzaxch4nfav,燻製Kitchen 五反田,2.0,False
185.0,7th FLOOR,その他,ライブバー,東京都,東京都渋谷区円山町２−３Owestビル,334624466.0,神泉,https://goo.gl/maps/XKZ925qUVxdwTBMHA,7th-floor.net,https://twitter.com/7thFLOORnanakai,https://www.facebook.com/shibuya7thfloor,https://www.instagram.com/7thfloornanakai/,7th FLOOR,2.0,False
186.0,中目黒 燻製 アパートメント,イタリアン,燻製,東京都,東京都目黒区中目黒1-1-52,357258391.0,中目黒駅,https://goo.gl/maps/fDqBhc6UAZWBVDmi8,http://span-co.jp,,,https://instagram.com/kunseinaka?igshid=1ltq3agh3ujyi,中目黒 燻製 アパートメント,1.0,False
187.0,TOMI WINE CHAPEL,その他,イタリアン＆ビストロ＆ワインバー,長野県,長野県東御市田中６３−４,268557511.0,田中,https://goo.gl/maps/XemM6jRuh9kbGMnH6,https://tomiwinechapel.jimdofree.com,,,,TOMI WINE CHAPEL,1.0,False
188.0,dたべる研究所,カフェレストラン,,東京都,東京都世田谷区奥沢8-3-2田園マンション1FD&DEPARTMENT内,357520120.0,九品仏駅,https://goo.gl/maps/f6wZQdp3qL5ZLW869,https://www.d-department.com/item/DD_TEXT_REPORT_19514.html,,https://facebook.com/d.and.department.tokyo/,https://instagram.com/d_d_tokyo/,dたべる研究所,1.0,False
189.0,dining&bar KITSUNE,イタリアン,,東京都,東京都渋谷区東2-20-13　シャトレー渋谷B1,357665911.0,渋谷駅,https://goo.gl/maps/3bf6NWSg3p4UfrQB6,http://kitsune-web.jp/,https://twitter.com/barKITSUNE,https://facebook.com/barKITSUNE,https://instagram.com/kitsune_shibuya/,dining&bar KITSUNE,1.0,False
190.0,恵比寿 吉乃坐,和食,日本の地のもの酒処,東京都,東京都渋谷区恵比寿4-24-4,357935776.0,恵比寿駅,https://g.page/ebisukichinoza?share,http://kichinoza.jp/,,https://facebook.com/ebisukichinoza/,https://instagram.com/ebisu.kichinoza/,恵比寿 吉乃坐,2.0,False
191.0,THE FARM CAFE,ベジ・ヴィーガン,,東京都,東京都台東区花川戸1-3-3矢吹ビル1階,358308134.0,浅草駅,https://g.co/kgs/yshZLv,https://thefarmcafetokyo.business.site/,https://twitter.com/thefarmcafe2,https://facebook.com/thefarmcafeasakusa/,https://instagram.com/thefarmcafe/,THE FARM CAFE,3.0,False
192.0,ワイン食堂がっと,フレンチ,,東京都,東京都渋谷区円山町17-2,334645568.0,神泉駅,https://goo.gl/maps/fCMeX93ar95mE2oj7,,,https://facebook.com/daiske.sato.710,,ワイン食堂がっと,2.0,False
193.0,甚三紅,寿司,,東京都,東京都台東区谷中1-1-21,358329809.0,根津,,https://www.facebook.com/zinzamomi/,,,https://www.facebook.com/zinzamomi/,甚三紅,2.0,False
194.0,城西苑,焼肉,,東京都,東京都世田谷区北沢2-34-8北沢Ｋ,334650223.0,下北沢駅,https://goo.gl/maps/5hGu1gVWEFf4JP4i7,https://tabelog.com/tokyo/A1318/A131802/13012540/,https://twitter.com/jyosaien,,,城西苑,2.0,False
195.0,lumielune,フレンチ,,東京都,東京都世田谷区北沢3-18-5伊東ビル1F,334650573.0,下北沢駅,https://goo.gl/maps/7zf4DMHwbybKsCFb8,,,https://facebook.com/lumielune/,https://instagram.com/lumielune_shimokita/,lumielune,2.0,False
196.0,アルドアック,スペイン料理,,東京都,東京都渋谷区上原１丁目１−２０,334651620.0,代々木八幡駅,https://maps.google.com/?cid=12404359225969191414,http://ardoak.biz,https://twitter.com/ardoak,https://facebook.com/Ardoak/,,アルドアック,2.0,False
197.0,ヴィーガン創作家庭料理KLASINA,ベジ・ヴィーガン,和風のヴィーガン料理,東京都,東京都世田谷区北沢3-26-6本堂11階左,334663596.0,下北沢駅,https://goo.gl/maps/imRsDeKHB6vkGTBL9,https://klasina.tokyo/,https://twitter.com/klasina_castle,https://facebook.com/klasina.castle/,https://instagram.com/klasina_vegantokyo/,ヴィーガン創作家庭料理KLASINA,2.0,False
198.0,揚子菜館,中華料理,自家製ラーメン・餃子・中華料理,静岡県,静岡県浜松市南区楊子町４４５−１,534412927.0,浜松,https://g.page/youzusaikan?share,http://youzusaikan.business.site/,https://twitter.com/youzusaikan,https://www.facebook.com/youzusaikan,,揚子菜館,1.0,False
199.0,Dubois デュボワ,カフェレストラン,,東京都,東京都渋谷区西原２丁目２０−８,334673958.0,幡ヶ谷,https://goo.gl/maps/bdYHt6MLFRtRGtmF7,http://www.cafe-dubois.com/,,https://www.facebook.com/cafedubois/,,Dubois デュボワ,2.0,False
200.0,ルヴァン,ベジ・ヴィーガン,,東京都,東京都渋谷区富ケ谷2-43-13,334689669.0,代々木公園駅,https://goo.gl/maps/JwsDUZH8enxKj4Ln6,,,,,ルヴァン,2.0,False
201.0,もつ焼き のんき,焼きとん,もつ焼き・やきとん・名物『しろたれ』,東京都,東京都墨田区錦糸３丁目６−１,362404450.0,錦糸町,https://goo.gl/maps/9Mn9XeSuE3uWn7N46,http://next-gf.com/shops/,https://twitter.com/takamasa_box,https://www.facebook.com/pages/%E3%82%82%E3%81%A4%E7%84%BC%E3%81%AE%E3%82%93%E3%81%8D-%E9%8C%A6%E7%B3%B8%E7%94%BA%E5%BA%97/100560328065619,,もつ焼き のんき,1.0,False
202.0,焼き鳥とワイン　源moto,焼き鳥,,東京都,東京都港区六本木３丁目８−７茂海ビル１F,334756333.0,六本木一丁目駅,https://goo.gl/maps/B31h1qSsV12QfVTs7,http://izakaya-moto.jp/yakitori/,,https://facebook.com/yakitoritowinemoto/,https://instagram.com/yakitoriwinemoto/,焼き鳥とワイン 源moto,1.0,False
203.0,おかめ茶屋,居酒屋・ダイニングバー,,東京都,東京都渋谷区円山町１９−１１,334760795.0,,https://goo.gl/maps/et2YhsppjNqA1UqF8,,,,,おかめ茶屋,2.0,False
204.0,レストラン パッション,フレンチ,,東京都,東京都渋谷区猿楽町29-18HillsideTerraceB,334765166.0,代官山駅,https://goo.gl/maps/ucF2dZykbGx41atf6,http://www.pachon.co.jp/jpn/pachon/index_main.html,,https://www.facebook.com/pachongroupe/,,レストラン パッション,2.0,False
205.0,グットドレザン,フレンチ,,東京都,東京都新宿区新宿1-19-11クサマビルB1,362731721.0,新宿御苑前駅,https://maps.google.com/?q=%E3%82%B0%E3%83%83%E3%83%88%E3%83%89%E3%83%AC%E3%82%B6%E3%83%B3,,,https://www.facebook.com/gouttederaisin/?ref=br_rs,,グットドレザン,2.0,False
206.0,鉄板処　茶々,お好み焼き・もんじゃ焼き,鉄板焼き　お好み焼き,東京都,東京都港区元麻布3-11-2　カドル麻布十番3Ｆ,334792215.0,麻布十番駅,https://goo.gl/maps/ZEfAbbPuQ8MbguxM8,,,https://facebook.com/chacha10ban/,,鉄板処 茶々,2.0,False
207.0,ボンボニエール,イタリアン,,東京都,東京都狛江市西野川1-16-5,334801122.0,つつじヶ丘駅,https://g.co/kgs/yVCMD8,,,,,ボンボニエール,2.0,False
208.0,椿,とんかつ,,東京都,東京都世田谷区成城5-15-3,334830450.0,成城学園前駅,https://goo.gl/maps/tBqHYmg2ws2orQ2RA,,,https://facebook.com/TONKATSUTSUBAKI/,,椿,2.0,False
209.0,櫻子,その他,和食・甘味,東京都,東京都世田谷区成城6丁目10-2成城ハナビル3階,334835296.0,成城学園前駅,https://goo.gl/maps/dVDne11JGwAH8KVd7,,,https://facebook.com/%E6%88%90%E5%9F%8E-%E6%AB%BB%E5%AD%90-618589164867420/,,櫻子,2.0,False
210.0,桂花,中華料理,,東京都,東京都世田谷区成城6-4-13成城フルールビル2階,334838581.0,成城学園前駅,https://goo.gl/maps/FS8ZSop81hN4EUCb6,,,,,桂花,2.0,False
212.0,立川カフェ Stephan and Joe ,カフェレストラン,ケーキ屋さん,東京都,東京都立川市柴崎町2-10-14,425956718.0,立川,https://goo.gl/maps/w6ocuuH4ja2UX4qz7,https://www.instagram.com/stephanandjoe/,,https://www.facebook.com/stephanandjoe/,https://www.instagram.com/stephanandjoe/,立川カフェ Stephan and Joe,3.0,False
213.0,Ryukyu Chinese Dining TAMA,中華料理,,東京都,東京都渋谷区渋谷2-3-2藤本ビル2F,334865577.0,,https://goo.gl/maps/oGVkG8FPWDCo4GkN9,,,,,Ryukyu Chinese Dining TAMA,2.0,False
214.0,TORISALON,和食,,東京都,東京都港区西麻布2丁目25-24 2階,334866366.0,六本木駅,https://goo.gl/maps/rNDnMEL8SZxaYXku9,https://instagram.com/torisalon6710?igshid=19i1q1xbxax6i,,https://facebook.com/Torisalon-1709487192640793/,,TORISALON,2.0,False
215.0,亜細亜食房リバーサイゴン,ベトナム料理,,東京都,東京都狛江市東和泉3丁目10-7,334886848.0,狛江駅,https://goo.gl/maps/N1bdFnEHk1nhdXZh8,,,,,亜細亜食房リバーサイゴン,2.0,False
216.0,家庭料理うさぎ,和食,,東京都,東京都品川区西五反田7-18-5,334902158.0,五反田駅,https://goo.gl/maps/dedKEhGB8F24V8fs7,https://instagram.com/juju_usagimama/,,https://facebook.com/gotanda.usagi/,,家庭料理うさぎ,2.0,False
217.0,インド・ネパール料理　ラクシュミー,カレー,インド,東京都,東京都品川区上大崎2-27-1サンフェリスタ目黒2F,334933714.0,目黒駅,https://goo.gl/maps/9iEbD93wekt6zqF19,,https://twitter.com/laxmi_meguro,https://facebook.com/laxmimeguro/?modal=admin_todo_tour,,インド・ネパール料理 ラクシュミー,2.0,False
218.0,龍門,中華料理,,東京都,東京都品川区上大崎2丁目27-3目黒駅前山田ビルBF1,334938771.0,目黒駅,https://goo.gl/maps/88wJPhoyic3YrJNR7,,,,,龍門,2.0,False
219.0,銀座 壮石 新,寿司,,東京都,東京都中央区入船3-3-12あぐいビル1F,362803022.0,新富町駅,https://goo.gl/maps/NfBMk9PEANvC4t8ZA,https://www.soseki-arata.com/,,https://facebook.com/soseki.arata/,,銀座 壮石 新,2.0,False
220.0,神楽坂くろす,和食,寿司,東京都,東京都新宿区津久戸町4-11,362808112.0,飯田橋駅,https://goo.gl/maps/TgXm2BoiwNjWAdYb8,,,https://www.facebook.com/kagurazakakurosu/,,神楽坂くろす,2.0,False
221.0,ロス・バルバドス,ベジ・ヴィーガン,,東京都,東京都渋谷区宇田川町41-26パピエビル104,334967157.0,渋谷駅,https://goo.gl/maps/4YDwWzfUVBPbDzPx5,,https://twitter.com/barbados4126,https://www.facebook.com/losbarbados.shibuya/,,ロス・バルバドス,2.0,False
222.0,タベルナユキ,スペイン料理,,東京都,東京都港区赤坂6-6-5赤坂ロイヤルビル1F,335052550.0,赤坂駅,https://goo.gl/maps/tD4q1CaUPL6aBnJw8,http://www.taberna-yuki.com/TABERNA_YUKI/supein_shi_tangBARtaberunayuki.html,https://twitter.com/taberna_yuki,,,タベルナユキ,2.0,False
223.0,炭火居酒屋山﨑　新橋店,居酒屋・ダイニングバー,和食,東京都,東京都港区新橋2-10-1NKビルB1F,335080797.0,新橋駅,https://goo.gl/maps/PAmcv6EHi28HShTJ7,,,,,炭火居酒屋山﨑,2.0,False
224.0,LEVEL神楽坂,フレンチ,,東京都,東京都新宿区神楽坂4-3TKビル1階,362808220.0,神楽坂駅,https://g.page/nichifutsubaru?share,,,https://facebook.com/nichifutsubaru/,https://instagram.com/levelkrz1113?igshid=1jfpogh996yss,LEVEL神楽坂,1.0,False
225.0,andon,和食,,東京都,東京都中央区日本橋3−11−10,335272498.0,小伝馬町,https://goo.gl/maps/y6LBnsVT77m7ZZPBA,http://andon.shop,,https://facebook.com/andon.omusubi/,https://instagram.com/andon.omusubi/,andon,2.0,False
226.0,肉処にくのすけ,焼肉,,東京都,東京都中央区日本橋小伝馬町10-8,335273129.0,小伝馬町駅,https://g.page/nikunosuke?share,https://nosuke-world.com/nikunosuke.html,https://twitter.com/nikunosuke2929,,https://instagram.com/nikunosuke2929?igshid=l5vcqur674cg,肉処にくのすけ,2.0,False
227.0,喫茶パーラーふるさと,ハンバーガー,,東京都,東京都中央区月島1-9-15,335316916.0,月島駅,https://goo.gl/maps/4QVmA76FDUUXZZwz5,,,,,喫茶パーラーふるさと,2.0,False
228.0,てのしま,和食,,東京都,東京都港区南青山1-3-211-55ビル2階,363162150.0,青山一丁目駅,https://goo.gl/maps/q4uYP8esz3vATztQ6,https://www.tenoshima.com/,,https://facebook.com/tenoshima/,https://instagram.com/tenoshima884/,てのしま,2.0,False
229.0,築地さらしなの里,和食,,東京都,東京都中央区築地3-3-9,335417343.0,築地駅,https://goo.gl/maps/WjdVzQnbcGP8FkR27,https://sarashinanosato.com,,,,築地さらしなの里,2.0,False
230.0,オステリアイルレオーネ,イタリアン,,東京都,東京都新宿区新宿2-1-7,363800505.0,新宿御苑前駅,https://goo.gl/maps/rRTX4SeZyFTqhi2R6,http://illeone.jimdo.com,,https://facebook.com/osteriailleone/,https://instagram.com/osteriailleone/,オステリアイルレオーネ,2.0,False
231.0,食と和酒の店　暁,和食,,東京都,東京都練馬区豊玉上1-11-6,335577348.0,江古田駅,https://goo.gl/maps/EECmPdVrg4NjBCS38,https://r.gnavi.co.jp/e770600/,https://twitter.com/ekoda_akatsuki1,,https://instagram.com/ekoda_akatsuki/?hl=ja,食と和酒の店 暁,2.0,False
232.0,ラ・ファミーユ,カレー,,東京都,東京都板橋区高島平1-49-1すずきマンション1F,335596485.0,西台駅,https://goo.gl/maps/28d8zQQziwSLWZPAA,,,,,ラ・ファミーユ,2.0,False
233.0,葡萄屋,和食,,東京都,東京都大田区山王3-29-3,335642001.0,大森駅,https://goo.gl/maps/yJ7v3qZYx7KezYAY8,,,,http://www.instagram.com/budoya_yakitori,葡萄屋,2.0,False
235.0,dashi-sai ゆかり ~紫~,和食,,東京都,東京都中央区銀座8-4-24　銀座藤井ビル2階,335690013.0,銀座,https://goo.gl/maps/MCCtnb7Uya7zZDaE7,https://tabelog.com/tokyo/A1301/A130103/13241352/,,,https://instagram.com/dashi_sai_yukari?igshid=a5h3h2f3vb17,dashi-sai ゆかり ~紫~,2.0,False
236.0,銀座エスコフィエ,フレンチ,,東京都,東京都中央区銀座5丁目4-15西五ビル2F,335711882.0,銀座駅,https://g.page/ginza-escoffier?share,https://www.escoffier.co.jp/,,,https://www.instagram.com/ginzaescoffier/,銀座エスコフィエ,2.0,False
237.0,オールドタイランド　GEMS市ヶ谷店,タイ料理,,東京都,東京都千代田区六番町4-3GEMS市ヶ谷3F,363808360.0,市ヶ谷駅,https://goo.gl/maps/q2hUTk7QxtGwxoK76,http://www.sscy.co.jp/oldthailand.html,,https://facebook.com/%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89-GEMS-%E5%B8%82%E3%83%B6%E8%B0%B7%E5%BA%97-439848312881092/,https://instagram.com/oldthailand_ichigaya/,オールドタイランド,2.0,False
238.0,シノワ　（シノワ銀座店）,フレンチ,,東京都,東京都中央区銀座6-4-5オリエントビルB1F,335713108.0,銀座駅,https://goo.gl/maps/xUmjfVTw8DQuiMnF7,https://www.chinois.jp/ginza/,,https://facebook.com/WineBarChinois/,,シノワ,2.0,False
239.0,銀座 小料理 龍,和食,,東京都,東京都中央区銀座8-2-8高坂ビルB2F,335713800.0,新橋駅,https://goo.gl/maps/GdqNLwdLhUgB7Qk7A,https://www.facebook.com/koryouritatsu/,,https://facebook.com/koryouritatsu/,,銀座 小料理 龍,2.0,False
240.0,蕎麦Sycamore,そば・うどん,,東京都,東京都世田谷区世田谷3-3-1COMSSETAGAYAB-1,364135653.0,東急上町駅,https://goo.gl/maps/iK8p8cVUSsh54LPQ6,https://soba-sycamore.jp,,,,蕎麦Sycamore,1.0,False
241.0,大勝軒いぶき,ラーメン・つけ麺,ラーメン,東京都,東京都練馬区田柄５丁目１６−１０,335774112.0,光が丘,"https://maps.google.com/maps?ll=35.75872,139.632229&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92179-0073%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%B7%B4%E9%A6%AC%E5%8C%BA%E7%94%B0%E6%9F%84%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%91%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%90",,,,,大勝軒いぶき,2.0,False
243.0,グルテンフリーレストラン　ふぉこらーれ,各国料理,グルテンフリー,東京都,東京都世田谷区世田谷1-16-24榎本ビル1階,364136363.0,世田谷駅,https://goo.gl/maps/6rT5BvbZKedBTpuG6,http://xn--qcks2bj7dugefm1eg7h.tokyo/,,,,グルテンフリーレストラン ふぉこらーれ,1.0,False
245.0,粋 Sui | キッチンスタジオ＆カフェ,ベジ・ヴィーガン,,東京都,東京都三鷹市井の頭5-21-16,0.0,吉祥寺駅,https://g.page/suii-jp?share,https://suii.jp/,,https://facebook.com/suii.jp/,https://instagram.com/suii.jp/,粋 Sui | キッチンスタジオ＆カフェ,1.0,False
246.0,九州料理　おにまる,和食,,東京都,東京都港区麻布十番1丁目11-10十番アネックス1F,335868187.0,麻布十番駅,https://goo.gl/maps/D7oehEomK7erHJn26,https://www.facebook.com/九州料理-おにまる-186431831535384/,https://twitter.com/onimaru_azabu,https://facebook.com/九州料理-おにまる-186431831535384/,,九州料理 おにまる,2.0,False
247.0,炭焼きやきとり はな 扇橋店,居酒屋・ダイニングバー,,東京都,東京都江東区扇橋2丁目21-2宮方ビル1Ｆ,336153287.0,住吉駅,https://goo.gl/maps/YBckwpL6vaf1mgrh6,https://tabelog.com/tokyo/A1312/A131201/13033461/,,,,炭焼きやきとり はな,2.0,False
248.0,ヨロシク寿司 稲城店,和食,,東京都,東京都稲城市大丸630,0.0,稲城長沼駅,https://goo.gl/maps/monYbLsJ42MjCTaw7,https://www.sushiten.com/?tokyo%2Fyoroshiku,,,,ヨロシク寿司,1.0,False
249.0,カフェレストラン鍵,洋食,,東京都,東京都江東区森下2-19-1森下キーコーポ一階,336320770.0,森下駅,https://goo.gl/maps/69FhGGo8sxDAE1Ug7,https://yoshoku-restaurant.business.site/,,,,カフェレストラン鍵,2.0,False
250.0,ハレラニテラス,ベジ・ヴィーガン,,愛知県,愛知県名古屋市千種区覚王山通9-16-3,0.0,覚王山駅,http://maps.google.com/?cid=10190403929377805541&hl=ja&gl=jp,http://halelaniterrace.com/,,,,ハレラニテラス,1.0,False
251.0,清澄白河フジマル醸造所,イタリアン,,東京都,東京都江東区三好2-5-3,336417115.0,清澄白河駅,https://maps.app.goo.gl/vqfs2CbG2XqwvgX9A,,,https://facebook.com/kiyosumishirakawa.fujimaru/,fujimaru_tokyo,清澄白河フジマル醸造所,2.0,False
252.0,日の出寿司,寿司,,東京都,東京都江戸川区南小岩8丁目26-6,336571218.0,小岩駅,https://goo.gl/maps/e5KN2PmBscRZ2zM86,,,,,日の出寿司,2.0,False
253.0,あやせ寿司,寿司,,東京都,東京都江戸川区西小岩1丁目16-16,336573837.0,小岩駅,https://goo.gl/maps/ZwTyHLaZkT5dTLok6,,,,,あやせ寿司,2.0,False
254.0,日本橋茅場町 鳥徳,その他,焼鳥＆鰻,東京都,東京都中央区日本橋茅場町2丁目5番地6号,336610962.0,茅場町駅,https://goo.gl/maps/xTEvh7fwFtLo2e6C8,,,,,日本橋茅場町 鳥徳,2.0,False
255.0,イレール人形町,フレンチ,ビストロ,東京都,東京都中央区日本橋人形町2-22-2,336620775.0,人形町駅,https://goo.gl/maps/tFD1XHNey4VfF59c6,http://www.irreel.jp,,http://facebook.com/irreel/,,イレール人形町,2.0,False
256.0,ベジとスパイス　om om om,ベジ・ヴィーガン,,愛知県,愛知県常滑市本町2-1,0.0,常滑駅,https://goo.gl/maps/jskFreFRScUy5KKE8,https://omomom.amebaownd.com,,,,ベジとスパイス om om om,1.0,False
257.0,PIZZA DA BABBO,イタリアン,,東京都,東京都中央区日本橋人形町２丁目２１−１ＦＳビル1F,336662777.0,人形町駅,https://g.co/kgs/MWbyB1,http://www.da-babbo.jp/,https://twitter.com/dababbo,,,PIZZA DA BABBO,2.0,False
258.0,かしかし,和食,焼き鳥,東京都,東京都江戸川区南小岩7-22-11リベーロ平和Ⅱ1階,336716825.0,小岩駅,https://goo.gl/maps/cL1Mn13sdvkBZbax9,https://r.gnavi.co.jp/g552300/,,,,かしかし,2.0,False
259.0,讃岐直送うどんさいた川,そば・うどん,,東京都,東京都江戸川区西葛西5丁目8-4-104,336879971.0,西葛西駅,https://goo.gl/maps/qFSkkNctznik69bk8,http://www.kojima2.com/saitagawa/,,,,讃岐直送うどんさいた川,2.0,False
260.0,フォーシーズンズカフェ,カフェレストラン,,東京都,東京都江戸川区西葛西6丁目5-12,336891173.0,西葛西駅,https://goo.gl/maps/RSUPuuDYt8sqLxyX7,http://www.fourseasons-cafe.com/sp/,https://twitter.com/fourseasonscafe,,,フォーシーズンズカフェ,2.0,False
261.0,二毛作,おでん,,東京都,東京都葛飾区立石1-14-4,336942039.0,京成立石駅,https://goo.gl/maps/3wCnBUKucjCZkziy8,,,https://facebook.com/二毛作-188017141253779/,,二毛作,2.0,False
262.0,肉呑み びあんど,居酒屋・ダイニングバー,,東京都,東京都江東区南砂4-18-9,336990155.0,南砂町駅,https://maps.app.goo.gl/ULyusZxpYMvSbAPt5,,https://twitter.com/0291viande4129?s=09,,https://instagram.com/viande4129?igshid=pe3oixfxcbne,肉呑み びあんど,2.0,False
263.0,焼肉アリラン,居酒屋・ダイニングバー,韓国料理,東京都,東京都江東区潮見2-1-8,336997736.0,潮見駅,https://goo.gl/maps/U3viroLekG53wtWr5,,,https://facebook.com/炭火焼肉-韓国家庭料理-アリラン-潮見-375337752501467/,,焼肉アリラン,2.0,False
264.0,のどか,和食,,東京都,東京都世田谷区用賀4-9-25,337001317.0,用賀駅,https://goo.gl/maps/dkgLouHLudMZyCv4A,http://www.cafe-nodoca.com/,,,,のどか,2.0,False
265.0,たまき食堂,定食・食堂,,東京都,東京都世田谷区玉堤1-29-12,337018708.0,尾山台駅,https://goo.gl/maps/bSoc8SW8HuHEsTUH7,,https://twitter.com/jvsiXeTloaLns05?s=20,,,たまき食堂,2.0,False
266.0,バッカ ムニカ Bakka m'unica,ピザ,,東京都,東京都品川区東大井１丁目３−１７,364332737.0,鮫洲,https://goo.gl/maps/MTXbJLXdBtyTnrcx7,http://www.bakka.jp/,,https://www.facebook.com/pizzabakka/posts/,,バッカ ムニカ Bakka m'unica,1.0,False
267.0,野菜がおいしいダイニング LONGING HOUSE 北青山,洋食,ベジ・ヴィーガン,東京都,東京都港区北青山3-9-10　瀬川ビル1F,364335808.0,表参道駅,https://g.page/longinghouse?share,https://www.longinghouse.com/no.2/,https://twitter.com/home,https://facebook.com/longing2/,https://www.instagram.com/longing_no2/,野菜がおいしいダイニング LONGING HOUSE 北青山,1.0,False
268.0,civinova,居酒屋・ダイニングバー,,東京都,東京都世田谷区用賀4丁目3-11,337070883.0,用賀駅,https://goo.gl/maps/a54HYRdMWSX6L9wM6,,,https://facebook.com/%E3%83%81%E3%83%93%E3%83%8E%E3%83%90-civinova-1766046963719610/,https://www.instagram.com/civinovayoga/,civinova,2.0,False
270.0,naturam kazuya sugiura,フレンチ,,東京都,東京都世田谷区玉川1-17-16,337087723.0,二子玉川駅,https://goo.gl/maps/i47cNQ1Z4jbvCta1A,https://www.naturam.tokyo.jp,,,https://instagram.com/naturam.lab/,naturam kazuya sugiura,2.0,False
271.0,Cafe Dream,ベジ・ヴィーガン,,愛知県,愛知県日進市栄2-408Bellvie2F,0.0,日進駅,https://maps.app.goo.gl/uN2EAyGuryDjV7Tu9,https://cafedream-nagoya.com/,https://twitter.com/KaoriMashio?s=09,https://facebook.com/cafedreamofficial/?locale2=ja_JP,https://instagram.com/cafedream_nagoya/,Cafe Dream,1.0,False
272.0,utage,イタリアン,,大阪府,大阪府大阪市中央区難波千日前2-13,0.0,日本橋駅,https://goo.gl/maps/aAGqtXFr9UVFXpVu7,,,,https://instagram.com/syuuhei1?igshid=1lh8ilk8yhwrx,utage,1.0,False
273.0,和食居酒屋 晴庵,和食,,東京都,東京都目黒区鷹番3-19-21,337110161.0,学芸大学駅,https://g.page/seian2003?share,http://sei-an.jp/,https://twitter.com/seian_gakudai,https://instagram.com/seian.sato/,,和食居酒屋 晴庵,1.0,False
274.0,torch cafe,カフェレストラン,,東京都,東京都渋谷区恵比寿南2-1-12サトウビル2F,337126888.0,恵比寿駅,https://goo.gl/maps/bbPczBXg3TGVy1UdA,,,https://instagram.com/torchcafe/,,torch cafe,1.0,False
275.0,ナチュラビロジー★クック,ベジ・ヴィーガン,,大阪府,大阪府東大阪市長田3-8-18サンライズ長田1F,0.0,長田駅,https://goo.gl/maps/4uRkPL9R8LvVTbcc7,https://cook.kvestbeam.co.jp/,,https://facebook.com/profile.php?id=100043618835837,,ナチュラビロジー★クック,1.0,False
277.0,アジアン屋台バル クアトロ,タイ料理,,東京都,東京都渋谷区恵比寿南1-7-8ニューライフ恵比寿103,337149196.0,恵比寿駅,https://goo.gl/maps/ygx4R6yJWGWE5DXt8,,,https://instagram.com/p/B9_DuaDgnQp/?igshid=1r8ivfp36x9er,,アジアン屋台バル クアトロ,1.0,False
278.0,麺K A W A K E I,ラーメン・つけ麺,,東京都,東京都渋谷区円山町１８−２,367127622.0,,https://goo.gl/maps/AVJoJqpCgn7eFdYMA,,,,https://www.instagram.com/kawakei.50th/,麺K A W A K E I,2.0,False
279.0,日本料理衛藤,和食,,東京都,東京都大田区蒲田3-17-16,367159727.0,京急蒲田駅,https://maps.app.goo.gl/xECMGADJRX4Z5WVa6,https://mako771.wixsite.com/etou,,https://facebook.com/JapaneseEtou/,http://instagram.com/nihonryouri_etou/,日本料理衛藤,1.0,False
280.0,SHUTTERS　自由が丘,カフェレストラン,,東京都,東京都世田谷区奥沢5-27-15,337170111.0,自由が丘駅,https://g.page/shutters-jiyugaoka?share,https://www.ys-int.com/,,https://instagram.com/shutters.ys/,,SHUTTERS 自由が丘,1.0,False
281.0,namida,和食,寿司,東京都,東京都世田谷区北沢2-28-7エルフェアシティ下北沢Ⅱ1F,368047902.0,下北沢駅,https://goo.gl/maps/z9m7LWUzUmHsg4hv8,http://www.namida-tokyo.com/,https://twitter.com/namida_tokyo,https://facebook.com/namida.tokyo,https://instagram.com/namida.tokyo/,namida,1.0,False
282.0,三軒茶屋ワインとオーガニック野菜 85BAL Teppen,イタリアン,ベジ・ヴィーガン,東京都,東京都世田谷区三軒茶屋2丁目14-19,368055773.0,三軒茶屋駅,https://goo.gl/maps/sQi4JK4GDSWpqkFw8,,,https://www.facebook.com/WineTeppen/,,三軒茶屋ワインとオーガニック野菜 85BAL Teppen,1.0,False
283.0,ぬく,和食,,東京都,東京都目黒区中目黒4-8-141階,337198101.0,中目黒駅,,,,,,ぬく,2.0,False
